           Model      ATM       Date  Predicted_Withdrawal  Refill_Amount   Stock  Refilled  Out_of_Cash  Day_Cost
LinearRegression Z1031001 2006-09-27                83,193              0  51,474         0            0         0
LinearRegression Z1031001 2006-09-28                16,264              0  35,210         0            0         0
LinearRegression Z1031001 2006-09-29                10,278              0  24,933         0            0         0
LinearRegression Z1031001 2006-09-30                14,683              0  10,250         0            0         0
LinearRegression Z1031001 2006-10-01                10,250              0       0         0            0         0
LinearRegression Z1524001 2006-09-25                46,949        313,272 266,323         1            0     3,133
LinearRegression Z1524001 2006-09-26                44,974              0 221,349         0            0         0
LinearRegression Z1524001 2006-09-27                61,733              0 159,616         0            0         0
LinearRegression Z1524001 2006-09-28                49,388              0 110,228         0            0         0
LinearRegression Z1524001 2006-09-29                50,733              0  59,495         0            0         0
LinearRegression Z1524001 2006-09-30                38,919              0  20,575         0            0         0
LinearRegression Z1524001 2006-10-01                20,575              0       0         0            0         0
LinearRegression Z0276001 2006-10-02                42,060        197,862 155,803         1            0     1,979
LinearRegression Z0276001 2006-10-03                42,484              0 113,318         0            0         0
LinearRegression Z0276001 2006-10-04                18,714              0  94,605         0            0         0
LinearRegression Z0276001 2006-10-05                31,087              0  63,518         0            0         0
LinearRegression Z0276001 2006-10-06                36,657              0  26,861         0            0         0
LinearRegression Z0276001 2006-10-07                18,776              0   8,085         0            0         0
LinearRegression Z0276001 2006-10-08                 8,085              0       0         0            0         0
LinearRegression Z0386002 2006-10-02                19,378        104,665  85,287         1            0     1,047
LinearRegression Z0386002 2006-10-03                12,447              0  72,840         0            0         0
LinearRegression Z0386002 2006-10-04                11,441              0  61,399         0            0         0
LinearRegression Z0386002 2006-10-05                17,841              0  43,558         0            0         0
LinearRegression Z0386002 2006-10-06                23,012              0  20,546         0            0         0
LinearRegression Z0386002 2006-10-07                 5,530              0  15,016         0            0         0
LinearRegression Z0386002 2006-10-08                15,016              0       0         0            0         0
LinearRegression Z0646002 2006-10-02                42,870        193,375 150,505         1            0     1,934
LinearRegression Z0646002 2006-10-03                25,214              0 125,291         0            0         0
