  Model      ATM       Date  Predicted_Withdrawal  Refill_Amount   Stock  Refilled  Out_of_Cash  Day_Cost
XGBoost Z1031001 2006-10-11                11,572              0  66,534         0            0         0
XGBoost Z1031001 2006-10-12                15,437              0  51,097         0            0         0
XGBoost Z1031001 2006-10-13                35,419              0  15,678         0            0         0
XGBoost Z1031001 2006-10-14                 5,444              0  10,233         0            0         0
XGBoost Z1031001 2006-10-15                10,233              0       0         0            0         0
XGBoost Z1524001 2006-10-09                46,647        356,501 309,854         1            0     3,565
XGBoost Z1524001 2006-10-10                34,785              0 275,068         0            0         0
XGBoost Z1524001 2006-10-11                47,174              0 227,895         0            0         0
XGBoost Z1524001 2006-10-12                79,401              0 148,493         0            0         0
XGBoost Z1524001 2006-10-13                92,772              0  55,721         0            0         0
XGBoost Z1524001 2006-10-14                25,986              0  29,735         0            0         0
XGBoost Z1524001 2006-10-15                29,735              0       0         0            0         0
XGBoost Z0276001 2006-10-16                93,451        260,936 167,485         1            0     2,609
XGBoost Z0276001 2006-10-17                44,314              0 123,171         0            0         0
XGBoost Z0276001 2006-10-18                32,707              0  90,464         0            0         0
XGBoost Z0276001 2006-10-19                26,288              0  64,176         0            0         0
XGBoost Z0276001 2006-10-20                26,396              0  37,781         0            0         0
XGBoost Z0276001 2006-10-21                23,771              0  14,010         0            0         0
XGBoost Z0276001 2006-10-22                14,010              0       0         0            0         0
XGBoost Z0386002 2006-10-16               107,537        334,638 227,101         1            0     3,346
XGBoost Z0386002 2006-10-17                82,899              0 144,203         0            0         0
XGBoost Z0386002 2006-10-18                49,759              0  94,444         0            0         0
XGBoost Z0386002 2006-10-19                29,151              0  65,293         0            0         0
XGBoost Z0386002 2006-10-20                32,783              0  32,510         0            0         0
XGBoost Z0386002 2006-10-21                22,861              0   9,649         0            0         0
XGBoost Z0386002 2006-10-22                 9,649              0       0         0            0         0
XGBoost Z0646002 2006-10-16                81,215        414,062 332,847         1            0     4,141
XGBoost Z0646002 2006-10-17               106,052              0 226,795         0            0         0
XGBoost Z0646002 2006-10-18                96,189              0 130,606         0            0         0
XGBoost Z0646002 2006-10-19                43,445              0  87,161         0            0         0
XGBoost Z0646002 2006-10-20                50,117              0  37,044         0            0         0
XGBoost Z0646002 2006-10-21                23,682              0  13,361         0            0         0
XGBoost Z0646002 2006-10-22                13,361              0       0         0            0         0
XGBoost Z1031001 2006-10-16                88,652        196,900 108,248         1            0     1,969
XGBoost Z1031001 2006-10-17                44,746              0  63,501         0            0         0
XGBoost Z1031001 2006-10-18                22,609              0  40,893         0            0         0
XGBoost Z1031001 2006-10-19                16,373              0  24,520         0            0         0
XGBoost Z1031001 2006-10-20                 9,462              0  15,058         0            0         0
XGBoost Z1031001 2006-10-21                 8,749              0   6,309         0            0         0
XGBoost Z1031001 2006-10-22                 6,309              0       0         0            0         0
XGBoost Z1524001 2006-10-16                91,050        293,139 202,089         1            0     2,931
XGBoost Z1524001 2006-10-17                57,367              0 144,722         0            0         0
XGBoost Z1524001 2006-10-18                73,906              0  70,816         0            0         0
XGBoost Z1524001 2006-10-19                21,936              0  48,880         0            0         0
XGBoost Z1524001 2006-10-20                25,032              0  23,847         0            0         0
XGBoost Z1524001 2006-10-21                14,437              0   9,411         0            0         0
XGBoost Z1524001 2006-10-22                 9,411              0       0         0            0         0
